Time [mm:ss]	UTC Time [hh:mm:ss]	T [°C]	Hu5 [%]	T Molybdenum [°C]
61:27.1     	12:50:52.1         	-40.12	45.87  	-35.24
61:28.0     	12:50:53.0         	-40.15	46.06  	-35.30
61:28.9     	12:50:53.9         	-40.18	46.28  	-35.35
61:29.8     	12:50:54.8         	-40.24	46.64  	-35.22
61:30.6     	12:50:55.6         	-40.29	47.66  	-34.98
61:31.5     	12:50:56.5         	-40.36	49.03  	-34.83
61:32.5     	12:50:57.5         	-40.38	49.66  	-34.64
61:33.3     	12:50:58.3         	-40.38	50.22  	-34.62
61:34.2     	12:50:59.2         	-40.39	49.98  	-34.72
61:35.1     	12:51:00.1         	-40.37	49.08  	-34.87
61:36.0     	12:51:01.0         	-40.35	48.13  	-35.09
61:36.9     	12:51:01.9         	-40.32	46.95  	-35.36
61:37.9     	12:51:02.9         	-40.33	45.96  	-35.53
61:38.7     	12:51:03.7         	-40.36	45.55  	-35.66
61:39.7     	12:51:04.7         	-40.41	45.50  	-35.66
61:40.6     	12:51:05.6         	-40.45	45.83  	-35.65
61:41.4     	12:51:06.4         	-40.50	46.30  	-35.58
61:42.3     	12:51:07.3         	-40.54	46.94  	-35.43
61:43.2     	12:51:08.2         	-40.61	47.95  	-35.32
61:44.1     	12:51:09.1         	-40.65	48.63  	-35.33
61:45.0     	12:51:10.0         	-40.66	48.54  	-35.37
61:45.9     	12:51:10.9         	-40.65	48.14  	-35.51
61:46.8     	12:51:11.8         	-40.66	47.51  	-35.55
61:47.7     	12:51:12.7         	-40.67	47.37  	-35.58
61:48.6     	12:51:13.6         	-40.71	47.41  	-35.52
61:49.4     	12:51:14.4         	-40.78	47.89  	-35.42
61:50.3     	12:51:15.3         	-40.84	48.48  	-35.14
61:51.2     	12:51:16.2         	-40.89	49.68  	-35.03
61:52.2     	12:51:17.2         	-40.91	49.98  	-35.05
61:53.1     	12:51:18.1         	-40.89	49.41  	-35.21
61:54.0     	12:51:19.0         	-40.87	48.34  	-35.55
61:54.9     	12:51:19.9         	-40.86	47.26  	-35.55
61:55.8     	12:51:20.8         	-40.91	46.99  	-35.67
61:56.7     	12:51:21.7         	-40.98	46.90  	-35.58
61:57.6     	12:51:22.6         	-41.05	47.65  	-35.41
61:58.5     	12:51:23.5         	-41.08	48.41  	-35.31
61:59.4     	12:51:24.4         	-41.11	48.86  	-35.27
62:00.2     	12:51:25.2         	-41.12	48.85  	-35.37
62:01.1     	12:51:26.1         	-41.12	48.26  	-35.46
62:02.0     	12:51:27.0         	-41.11	47.68  	-35.59
62:02.9     	12:51:27.9         	-41.10	47.08  	-35.73
62:03.8     	12:51:28.8         	-41.09	46.50  	-35.90
62:04.7     	12:51:29.7         	-41.10	45.98  	-36.01
62:05.6     	12:51:30.6         	-41.11	45.73  	-36.03
62:06.5     	12:51:31.5         	-41.13	45.94  	-36.17
62:07.4     	12:51:32.4         	-41.16	45.63  	-36.22
62:08.3     	12:51:33.3         	-41.19	45.67  	-36.21
62:09.2     	12:51:34.2         	-41.24	45.80  	-36.12
62:10.1     	12:51:35.1         	-41.27	46.15  	-35.99
62:11.0     	12:51:36.0         	-41.34	46.67  	-35.81
62:11.9     	12:51:36.9         	-41.39	47.13  	-35.61
62:12.8     	12:51:37.8         	-41.44	47.56  	-35.55
62:13.6     	12:51:38.6         	-41.47	47.31  	-35.55
62:14.6     	12:51:39.6         	-41.50	46.75  	-35.60
62:15.5     	12:51:40.5         	-41.52	46.03  	-35.62
62:16.3     	12:51:41.3         	-41.56	45.63  	-35.58
62:17.2     	12:51:42.2         	-41.58	45.46  	-35.51
62:18.1     	12:51:43.1         	-41.59	45.28  	-35.66
62:19.0     	12:51:44.0         	-41.36	43.08  	-35.83
62:19.9     	12:51:44.9         	-41.52	42.70  	-36.08
62:20.8     	12:51:45.8         	-41.52	41.41  	-36.23
62:21.8     	12:51:46.8         	-41.56	40.68  	-36.36
62:22.7     	12:51:47.7         	-41.62	40.19  	-36.28
62:23.6     	12:51:48.6         	-41.67	40.41  	-36.12
62:24.4     	12:51:49.4         	-41.71	40.82  	-36.08
62:25.3     	12:51:50.3         	-41.76	40.74  	-35.92
62:26.2     	12:51:51.2         	-41.78	40.92  	-35.73
62:27.1     	12:51:52.1         	-41.80	41.11  	-35.85
62:28.0     	12:51:53.0         	-41.80	40.07  	-35.98
62:28.9     	12:51:53.9         	-41.76	39.97  	-36.35
62:29.8     	12:51:54.8         	-41.74	37.09  	-36.61
62:30.7     	12:51:55.7         	-41.76	35.94  	-36.62
62:31.6     	12:51:56.6         	-41.82	35.71  	-36.42
62:32.4     	12:51:57.4         	-41.87	36.09  	-36.18
62:33.3     	12:51:58.3         	-41.88	36.36  	-36.25
62:34.3     	12:51:59.3         	-41.89	35.56  	-36.47
62:35.1     	12:52:00.1         	-41.88	34.40  	-36.71
62:36.0     	12:52:01.0         	-41.90	33.39  	-36.86
62:36.9     	12:52:01.9         	-41.94	32.92  	-36.89
62:37.9     	12:52:02.9         	-42.00	32.97  	-36.72
62:38.8     	12:52:03.8         	-42.05	33.45  	-36.70
62:39.7     	12:52:04.7         	-42.08	33.40  	-36.71
62:40.6     	12:52:05.6         	-42.07	33.04  	-36.74
62:41.5     	12:52:06.5         	-42.09	32.71  	-36.84
62:42.4     	12:52:07.4         	-42.09	31.97  	-36.77
62:43.2     	12:52:08.2         	-42.11	31.80  	-36.78
62:44.1     	12:52:09.1         	-42.14	31.48  	-36.62
62:45.0     	12:52:10.0         	-42.16	31.63  	-36.52
62:45.9     	12:52:10.9         	-42.16	31.52  	-36.40
62:46.8     	12:52:11.8         	-42.17	31.46  	-36.16
62:47.7     	12:52:12.7         	-42.19	31.68  	-36.12
62:48.6     	12:52:13.6         	-42.22	31.27  	-36.06
62:49.5     	12:52:14.5         	-42.23	30.81  	-36.10
62:50.4     	12:52:15.4         	-42.25	30.17  	-36.13
62:51.2     	12:52:16.2         	-42.29	29.57  	-36.24
62:52.1     	12:52:17.1         	-42.29	28.79  	-36.36
62:53.1     	12:52:18.1         	-42.28	27.97  	-36.60
62:54.0     	12:52:19.0         	-42.28	27.00  	-36.81
62:54.9     	12:52:19.9         	-42.31	26.19  	-37.12
62:55.8     	12:52:20.8         	-42.31	25.21  	-37.29
62:56.7     	12:52:21.7         	-42.34	24.59  	-37.24
62:57.6     	12:52:22.6         	-42.38	24.46  	-37.15
62:58.5     	12:52:23.5         	-42.43	24.44  	-36.81
62:59.3     	12:52:24.3         	-42.45	24.88  	-36.57
63:00.2     	12:52:25.2         	-42.50	25.05  	-36.52
63:01.1     	12:52:26.1         	-42.51	24.70  	-36.58
63:02.0     	12:52:27.0         	-42.52	24.08  	-36.72
63:02.9     	12:52:27.9         	-42.51	23.31  	-36.84
63:03.8     	12:52:28.8         	-42.51	22.65  	-37.00
63:04.7     	12:52:29.7         	-42.51	21.93  	-37.16
63:05.6     	12:52:30.6         	-42.51	21.33  	-37.32
63:06.5     	12:52:31.5         	-42.52	20.83  	-37.32
63:07.4     	12:52:32.4         	-42.53	20.66  	-37.42
63:08.3     	12:52:33.3         	-42.56	20.39  	-37.51
63:09.3     	12:52:34.3         	-42.59	20.11  	-37.55
63:10.1     	12:52:35.1         	-42.64	19.97  	-37.52
63:11.0     	12:52:36.0         	-42.68	19.99  	-37.27
63:11.9     	12:52:36.9         	-42.71	20.35  	-37.11
63:12.8     	12:52:37.8         	-42.76	20.55  	-36.96
63:13.7     	12:52:38.7         	-42.78	20.67  	-36.96
63:14.6     	12:52:39.6         	-42.82	20.50  	-36.89
63:15.5     	12:52:40.5         	-42.83	20.46  	-36.89
63:16.4     	12:52:41.4         	-42.86	20.29  	-37.07
63:17.3     	12:52:42.3         	-42.90	19.84  	-37.11
63:18.1     	12:52:43.1         	-42.93	19.70  	-37.22
63:19.0     	12:52:44.0         	-42.96	19.43  	-37.29
63:19.9     	12:52:44.9         	-42.93	19.13  	-37.49
63:20.8     	12:52:45.8         	-42.92	18.68  	-37.75
63:21.7     	12:52:46.7         	-42.89	18.17  	-37.90
63:22.7     	12:52:47.7         	-42.90	17.94  	-38.03
63:23.6     	12:52:48.6         	-42.91	17.90  	-38.09
63:24.5     	12:52:49.5         	-42.96	17.90  	-38.01
63:25.4     	12:52:50.4         	-43.00	18.20  	-37.87
63:26.2     	12:52:51.2         	-43.06	18.59  	-37.62
63:27.1     	12:52:52.1         	-43.10	19.16  	-37.32
63:28.0     	12:52:53.0         	-43.16	19.77  	-37.24
63:28.9     	12:52:53.9         	-43.19	19.93  	-37.18
63:29.8     	12:52:54.8         	-43.23	19.89  	-37.24
63:30.7     	12:52:55.7         	-43.26	19.89  	-37.25
63:31.6     	12:52:56.6         	-43.28	19.85  	-37.45
63:32.5     	12:52:57.5         	-43.33	19.54  	-37.52
63:33.4     	12:52:58.4         	-43.35	19.45  	-37.59
63:34.2     	12:52:59.2         	-43.38	19.38  	-37.65
63:35.1     	12:53:00.1         	-43.41	19.33  	-37.73
63:36.1     	12:53:01.1         	-43.46	19.32  	-37.72
63:37.0     	12:53:02.0         	-43.51	19.50  	-37.60
63:37.9     	12:53:02.9         	-43.56	19.86  	-37.46
63:38.8     	12:53:03.8         	-43.58	20.15  	-37.29
63:39.7     	12:53:04.7         	-43.60	20.43  	-37.38
63:40.6     	12:53:05.6         	-43.60	20.24  	-37.45
63:41.5     	12:53:06.5         	-43.58	20.04  	-37.59
63:42.3     	12:53:07.3         	-43.59	19.84  	-37.65
63:43.2     	12:53:08.2         	-43.61	19.82  	-37.72
63:44.2     	12:53:09.2         	-43.63	19.79  	-37.92
63:45.0     	12:53:10.0         	-43.62	19.50  	-38.04
63:45.9     	12:53:10.9         	-43.62	19.38  	-38.24
63:46.8     	12:53:11.8         	-43.65	19.19  	-38.40
63:47.7     	12:53:12.7         	-43.69	19.13  	-38.45
63:48.6     	12:53:13.6         	-43.77	19.42  	-38.17
63:49.6     	12:53:14.6         	-43.81	20.19  	-38.10
63:50.5     	12:53:15.5         	-43.84	20.49  	-38.23
63:51.4     	12:53:16.4         	-43.85	20.38  	-38.37
63:52.3     	12:53:17.3         	-43.83	20.18  	-38.55
63:53.1     	12:53:18.1         	-43.81	19.95  	-38.70
63:54.0     	12:53:19.0         	-43.85	19.97  	-38.40
63:54.9     	12:53:19.9         	-43.89	20.84  	-38.25
63:55.8     	12:53:20.8         	-43.93	21.30  	-38.51
63:56.7     	12:53:21.7         	-43.90	20.77  	-38.69
63:57.6     	12:53:22.6         	-43.93	20.65  	-38.50
63:58.5     	12:53:23.5         	-44.00	21.35  	-38.35
63:59.4     	12:53:24.4         	-44.05	21.78  	-38.56
64:00.3     	12:53:25.3         	-44.00	21.25  	-38.90
64:01.1     	12:53:26.1         	-44.01	20.70  	-38.90
64:02.0     	12:53:27.0         	-44.04	20.86  	-38.54
64:02.9     	12:53:27.9         	-44.10	21.76  	-38.43
64:03.8     	12:53:28.8         	-44.12	21.90  	-38.53
64:04.8     	12:53:29.8         	-44.07	21.35  	-38.79
64:05.7     	12:53:30.7         	-44.02	20.52  	-38.88
64:06.6     	12:53:31.6         	-44.04	20.24  	-38.68
64:07.5     	12:53:32.5         	-44.07	20.54  	-38.37
64:08.4     	12:53:33.4         	-44.12	21.00  	-38.34
64:09.2     	12:53:34.2         	-44.15	20.82  	-38.34
64:10.1     	12:53:35.1         	-44.14	20.50  	-38.57
64:11.0     	12:53:36.0         	-44.11	19.69  	-38.91
64:12.0     	12:53:37.0         	-44.07	18.75  	-39.12
64:12.8     	12:53:37.8         	-44.07	18.35  	-39.12
64:13.7     	12:53:38.7         	-44.10	18.12  	-38.91
64:14.6     	12:53:39.6         	-44.16	18.46  	-38.54
64:15.5     	12:53:40.5         	-44.20	19.01  	-38.32
64:16.4     	12:53:41.4         	-44.24	19.20  	-38.33
64:17.3     	12:53:42.3         	-44.28	18.97  	-38.36
64:18.2     	12:53:43.2         	-44.30	18.69  	-38.51
64:19.2     	12:53:44.2         	-44.30	18.20  	-38.63
64:20.1     	12:53:45.1         	-44.28	17.75  	-38.94
64:20.9     	12:53:45.9         	-44.28	17.08  	-39.13
64:21.8     	12:53:46.8         	-44.27	16.65  	-39.32
64:22.7     	12:53:47.7         	-44.30	16.34  	-39.49
64:23.6     	12:53:48.6         	-44.31	16.05  	-39.65
64:24.5     	12:53:49.5         	-44.36	15.85  	-39.75
64:25.4     	12:53:50.4         	-44.40	15.75  	-39.72
64:26.3     	12:53:51.3         	-44.44	15.85  	-39.71
64:27.2     	12:53:52.2         	-44.50	15.97  	-39.71
64:28.1     	12:53:53.1         	-44.58	16.01  	-39.64
64:28.9     	12:53:53.9         	-44.58	16.16  	-39.63
64:29.8     	12:53:54.8         	-44.62	16.21  	-39.42
64:30.7     	12:53:55.7         	-44.66	16.57  	-39.23
64:31.6     	12:53:56.6         	-44.70	16.84  	-39.16
64:32.5     	12:53:57.5         	-44.70	16.80  	-39.41
64:33.5     	12:53:58.5         	-44.68	16.21  	-39.60
64:34.4     	12:53:59.4         	-44.68	15.83  	-39.81
64:35.3     	12:54:00.3         	-44.68	15.47  	-40.00
64:36.2     	12:54:01.2         	-44.73	15.28  	-40.05
64:37.0     	12:54:02.0         	-44.81	15.30  	-39.92
64:37.9     	12:54:02.9         	-44.81	15.54  	-39.97
64:38.8     	12:54:03.8         	-44.80	15.45  	-40.05
64:39.7     	12:54:04.7         	-44.79	15.34  	-40.27
64:40.6     	12:54:05.6         	-44.81	15.09  	-40.33
64:41.5     	12:54:06.5         	-44.84	15.11  	-40.25
64:42.4     	12:54:07.4         	-44.92	15.48  	-40.00
64:43.3     	12:54:08.3         	-44.97	16.01  	-39.88
64:44.2     	12:54:09.2         	-44.98	16.27  	-39.97
64:45.0     	12:54:10.0         	-44.94	16.13  	-40.08
64:46.0     	12:54:11.0         	-44.92	16.09  	-40.15
64:46.9     	12:54:11.9         	-44.95	16.21  	-40.06
64:47.8     	12:54:12.8         	-45.02	16.60  	-40.07
64:48.7     	12:54:13.7         	-45.08	16.80  	-39.99
64:49.6     	12:54:14.6         	-45.12	17.04  	-39.89
64:50.5     	12:54:15.5         	-45.11	17.24  	-39.72
64:51.4     	12:54:16.4         	-45.11	17.48  	-39.72
64:52.3     	12:54:17.3         	-45.11	17.43  	-39.53
64:53.1     	12:54:18.1         	-45.09	17.63  	-39.37
64:54.0     	12:54:19.0         	-45.09	17.79  	-39.29
64:54.9     	12:54:19.9         	-45.09	17.80  	-39.29
64:55.8     	12:54:20.8         	-45.11	17.69  	-39.30
64:56.7     	12:54:21.7         	-45.13	17.59  	-39.35
64:57.6     	12:54:22.6         	-45.16	17.47  	-39.34
64:58.6     	12:54:23.6         	-45.17	17.40  	-39.46
64:59.5     	12:54:24.5         	-45.15	17.08  	-39.57
65:00.4     	12:54:25.4         	-45.08	16.78  	-39.83
65:01.2     	12:54:26.2         	-45.08	16.32  	-40.01
65:02.1     	12:54:27.1         	-45.06	16.05  	-40.20
65:03.0     	12:54:28.0         	-45.06	15.81  	-40.37
65:03.9     	12:54:28.9         	-45.06	15.62  	-40.52
65:04.8     	12:54:29.8         	-45.05	15.47  	-40.59
65:05.7     	12:54:30.7         	-45.06	15.47  	-40.71
65:06.6     	12:54:31.6         	-45.06	15.39  	-40.70
65:07.5     	12:54:32.5         	-45.06	15.48  	-40.76
65:08.4     	12:54:33.4         	-45.07	15.50  	-40.72
65:09.2     	12:54:34.2         	-45.11	15.67  	-40.75
65:10.1     	12:54:35.1         	-45.15	15.76  	-40.73
65:11.0     	12:54:36.0         	-45.11	15.78  	-40.72
65:12.0     	12:54:37.0         	-45.21	16.01  	-40.56
65:12.9     	12:54:37.9         	-45.23	16.35  	-40.54
65:13.8     	12:54:38.8         	-45.29	16.49  	-40.51
65:14.7     	12:54:39.7         	-45.32	16.60  	-40.51
65:15.6     	12:54:40.6         	-45.36	16.67  	-40.47
65:16.5     	12:54:41.5         	-45.39	16.83  	-40.41
65:17.3     	12:54:42.3         	-45.42	16.99  	-40.47
65:18.3     	12:54:43.3         	-45.45	16.95  	-40.40
65:19.2     	12:54:44.2         	-45.48	17.13  	-40.46
65:20.0     	12:54:45.0         	-45.51	17.13  	-40.34
65:20.9     	12:54:45.9         	-45.54	17.43  	-40.16
65:21.8     	12:54:46.8         	-45.58	17.85  	-39.92
65:22.7     	12:54:47.7         	-45.62	18.34  	-39.73
65:23.6     	12:54:48.6         	-45.67	18.73  	-39.51
65:24.5     	12:54:49.5         	-45.70	19.10  	-39.55
65:25.4     	12:54:50.4         	-45.73	18.96  	-39.46
65:26.4     	12:54:51.4         	-45.74	19.05  	-39.50
65:27.3     	12:54:52.3         	-45.78	18.88  	-39.70
65:28.1     	12:54:53.1         	-45.87	18.52  	-39.64
65:29.0     	12:54:54.0         	-45.87	18.49  	-39.66
65:29.9     	12:54:54.9         	-45.88	18.32  	-39.71
65:30.8     	12:54:55.8         	-45.88	18.09  	-39.86
65:31.7     	12:54:56.7         	-45.89	17.70  	-40.03
65:32.6     	12:54:57.6         	-45.88	17.28  	-40.15
65:33.5     	12:54:58.5         	-45.87	16.97  	-40.46
65:34.4     	12:54:59.4         	-45.87	16.40  	-40.71
65:35.3     	12:55:00.3         	-45.84	15.90  	-41.06
65:36.1     	12:55:01.1         	-45.82	15.31  	-41.33
65:37.0     	12:55:02.0         	-45.80	14.90  	-41.55
65:37.9     	12:55:02.9         	-45.81	14.63  	-41.68
65:38.8     	12:55:03.8         	-45.81	14.46  	-41.75
65:39.8     	12:55:04.8         	-45.82	14.44  	-41.79
65:40.7     	12:55:05.7         	-45.83	14.47  	-41.73
65:41.6     	12:55:06.6         	-45.86	14.66  	-41.76
65:42.5     	12:55:07.5         	-45.93	14.77  	-41.71
65:43.4     	12:55:08.4         	-45.96	14.92  	-41.72
65:44.2     	12:55:09.2         	-46.00	14.98  	-41.75
65:45.1     	12:55:10.1         	-46.01	14.96  	-41.73
65:46.0     	12:55:11.0         	-46.05	15.05  	-41.74
65:46.9     	12:55:11.9         	-46.06	15.05  	-41.75
65:47.8     	12:55:12.8         	-46.08	15.06  	-41.83
65:48.7     	12:55:13.7         	-46.09	14.96  	-41.81
65:49.6     	12:55:14.6         	-46.11	15.02  	-41.75
65:50.5     	12:55:15.5         	-46.12	15.12  	-41.73
65:51.4     	12:55:16.4         	-46.12	15.13  	-41.86
65:52.2     	12:55:17.2         	-46.13	14.91  	-41.98
65:53.1     	12:55:18.1         	-46.13	14.73  	-42.07
65:54.1     	12:55:19.1         	-46.18	14.67  	-42.16
65:55.0     	12:55:20.0         	-46.21	14.60  	-42.16
65:55.9     	12:55:20.9         	-46.25	14.70  	-42.07
65:56.8     	12:55:21.8         	-46.33	14.99  	-41.69
65:57.7     	12:55:22.7         	-46.37	15.65  	-41.35
65:58.6     	12:55:23.6         	-46.40	16.16  	-41.23
65:59.5     	12:55:24.5         	-46.41	16.25  	-41.29
66:00.4     	12:55:25.4         	-46.40	16.04  	-41.35
66:01.3     	12:55:26.3         	-46.39	15.82  	-41.39
66:02.2     	12:55:27.2         	-46.40	15.72  	-41.40
66:03.0     	12:55:28.0         	-46.43	15.71  	-41.35
66:03.9     	12:55:28.9         	-46.48	15.84  	-41.16
66:04.8     	12:55:29.8         	-46.49	16.11  	-41.02
66:05.7     	12:55:30.7         	-46.49	16.22  	-41.11
66:06.6     	12:55:31.6         	-46.46	15.90  	-41.35
66:07.5     	12:55:32.5         	-46.42	15.37  	-41.63
66:08.5     	12:55:33.5         	-46.39	14.88  	-41.73
66:09.4     	12:55:34.4         	-46.40	14.74  	-41.85
66:10.3     	12:55:35.3         	-46.44	14.65  	-41.84
66:11.1     	12:55:36.1         	-46.50	14.76  	-41.83
66:12.0     	12:55:37.0         	-46.56	14.89  	-41.67
66:12.9     	12:55:37.9         	-46.60	15.21  	-41.44
66:13.8     	12:55:38.8         	-46.63	15.57  	-41.28
66:14.7     	12:55:39.7         	-46.64	15.78  	-41.11
66:15.6     	12:55:40.6         	-46.67	16.09  	-41.11
66:16.5     	12:55:41.5         	-46.70	15.97  	-41.27
66:17.4     	12:55:42.4         	-46.70	15.59  	-41.61
66:18.3     	12:55:43.3         	-46.67	14.94  	-41.85
66:19.1     	12:55:44.1         	-46.63	14.51  	-42.16
66:20.0     	12:55:45.0         	-46.61	14.04  	-42.30
66:21.0     	12:55:46.0         	-46.62	13.88  	-42.32
66:21.8     	12:55:46.8         	-46.67	13.98  	-42.20
66:22.7     	12:55:47.7         	-46.72	14.28  	-41.99
66:23.7     	12:55:48.7         	-46.78	14.72  	-41.75
66:24.6     	12:55:49.6         	-46.82	15.12  	-41.75
66:25.5     	12:55:50.5         	-46.86	15.13  	-41.87
66:26.4     	12:55:51.4         	-46.85	14.89  	-42.06
66:27.2     	12:55:52.2         	-46.83	14.55  	-42.25
66:28.2     	12:55:53.2         	-46.83	14.28  	-42.40
66:29.1     	12:55:54.1         	-46.88	14.18  	-42.41
66:29.9     	12:55:54.9         	-46.94	14.31  	-42.27
66:30.8     	12:55:55.8         	-47.01	14.65  	-42.04
66:31.7     	12:55:56.7         	-47.04	15.05  	-41.84
66:32.6     	12:55:57.6         	-47.07	15.37  	-41.81
66:33.5     	12:55:58.5         	-47.09	15.40  	-41.85
66:34.4     	12:55:59.4         	-47.09	15.30  	-42.05
66:35.3     	12:56:00.3         	-47.10	15.13  	-42.16
66:36.2     	12:56:01.2         	-47.08	14.77  	-42.22
66:37.2     	12:56:02.2         	-47.09	14.69  	-42.39
66:38.0     	12:56:03.0         	-47.08	14.41  	-42.60
66:38.9     	12:56:03.9         	-47.06	14.08  	-42.70
66:39.8     	12:56:04.8         	-47.03	13.94  	-42.76
66:40.7     	12:56:05.7         	-47.04	13.89  	-42.86
66:41.6     	12:56:06.6         	-47.04	13.78  	-42.96
66:42.5     	12:56:07.5         	-47.05	13.69  	-43.04
66:43.4     	12:56:08.4         	-47.06	13.63  	-43.08
66:44.3     	12:56:09.3         	-47.09	13.69  	-43.12
